not_enough_data,2024-07-25,03:00,207.125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024_07_25_1030.ecf32,2024-07-25,11:00,207.4582,1,36000,36000,-0.124774E-01,0,-7.48946,0,2.78223,1,3.54062,0,0.627625E-01,1,-9999,-9999,-1.96786,13.1269,0.510129,0.296120,-9999,-0.290540E-10,-0.118612E-11,-9999,17.6158,422.319,429.728,0.200000,0,719.159,17.2410,17.5434,0.200000,0,-9999,-9999,-9999,-9999,0,291.666,290.077,101148.,1.20695,1014.91,0.239738E-01,0.406701E-02,0.129592E-01,1734.81,1921.85,0.107372E-01,90.2677,187.041,288.429,1.12212,0.265240,0.498063E-02,1.15305,0.322270E-13,-0.164931E-14,1.15305,2.17454,19.5132,13.2992,0.247492,-9999,0.101675,0.885123E-01,12.3583,0.251855,-2.69189,0.601335E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.123376E-01,1.01133,-7.17190,1.02180,3.21077,1.06095,3.66233,1.06095,0.724296E-01,1.06095,-9999,-9999,800000009,800000019,800000009,800000009,800000009,800000119,899999999,899999999,89999,89999,89,89,5,9,0,7,29,24,0,0,0,0,0,0,21342,0,0,0,0,1172,0,0,35957,0,30,35957,35957,35957,0,63,0.726534E-01,0.829117E-01,0.214595E-01,0.118232E-01,0.144797E-01,192.358,-9999,-0.585485E-02,0.366233E-02,0.724296E-01,-9999,101797.,56.2500,3.27356,16.0140,9.78849
2024_07_25_1100.ecf32,2024-07-25,11:30,207.4790,1,36000,36000,-0.880394E-02,0,-6.20602,0,3.08245,1,1.79741,1,0.695367E-01,1,-9999,-9999,0.562294E-01,0.721646E-01,-0.224154,0.162795E-02,-9999,-0.396243E-10,-0.163105E-11,-9999,17.4885,419.369,426.735,0.200000,0,719.876,17.2624,17.5656,0.200000,0,-9999,-9999,-9999,-9999,0,291.693,290.102,101133.,1.20666,1014.92,0.239797E-01,0.450598E-02,0.129722E-01,1736.69,1924.92,0.107505E-01,90.2214,188.231,288.446,1.06068,-0.127113,0.280433E-01,1.06863,0.115573E-12,-0.226573E-14,1.06863,1.92684,40.0263,353.166,1.50374,-9999,0.854175E-01,0.571789E-01,8.84185,0.352019,-2.01334,0.593267E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.869036E-02,1.01307,-5.87768,1.02552,3.35871,1.06795,1.94193,1.06795,0.757687E-01,1.06795,-9999,-9999,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,1,6,1,24,21,24,0,0,0,0,0,0,7505,0,0,0,0,1097,0,0,35852,0,26,35852,35852,35852,0,63,0.430376E-01,0.590739E-01,0.122463E-01,0.149337E-01,0.141492E-01,69.6772,-9999,-0.479943E-02,0.194193E-02,0.757687E-01,-9999,101781.,56.2500,2.92409,16.0564,13.1973
2024_07_25_1130.ecf32,2024-07-25,12:00,207.4999,1,36000,36000,-0.813616E-02,0,-5.65521,0,4.90204,1,1.09067,0,0.110605,1,-9999,-9999,0.432278,0.226768,-0.408638,0.511658E-02,-9999,-0.761153E-10,-0.318624E-11,-9999,17.2486,413.987,421.287,0.200000,0,722.038,17.3298,17.6354,0.200000,0,-9999,-9999,-9999,-9999,0,291.894,290.296,101112.,1.20557,1014.96,0.240012E-01,0.716721E-02,0.130111E-01,1743.07,1948.70,0.107925E-01,89.4478,205.632,288.503,0.661682,-0.734079,0.473686E-01,0.989413,0.104842E-12,-0.441285E-14,0.989413,2.20537,79.0532,312.031,2.74411,-9999,0.821511E-01,0.157721,8.63079,0.360628,-1.15365,0.562590E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.803028E-02,1.01318,-5.23581,1.02557,5.00129,1.06513,1.23904,1.06513,0.112845,1.06513,-9999,-9999,800000009,800000009,800000009,800000009,800000019,800000019,899999999,899999999,89999,89999,89,89,1,2,0,0,5,39,0,0,0,0,0,0,7072,0,0,0,0,1200,0,0,35795,0,30,35795,35795,35795,0,63,0.724768E-01,0.232206,0.107585E-01,0.352571E-01,0.546728E-02,58.8254,-9999,-0.427899E-02,0.123904E-02,0.112845,-9999,101761.,56.2500,2.44331,16.2734,13.6871
2024_07_25_1200.ecf32,2024-07-25,12:30,207.5207,1,36000,36000,-0.134868E-01,1,-7.29211,1,-1.47579,1,0.848639,1,-0.333031E-01,1,-9999,-9999,0.327236,0.596665,-0.100089,0.134645E-01,-9999,-0.717381E-10,-0.304346E-11,-9999,17.1815,412.667,420.021,0.100000,0,728.917,17.5073,17.8192,0.150000,0,-9999,-9999,-9999,-9999,0,292.058,290.443,101097.,1.20470,1015.07,0.240182E-01,-0.215804E-02,0.131351E-01,1760.56,1966.87,0.109032E-01,89.5110,206.306,288.658,0.431935,-1.34659,0.625305E-01,1.41555,-0.353339E-13,-0.417532E-14,1.41555,2.79877,104.097,287.784,2.53180,-9999,0.105807,0.130533,14.2995,0.217666,4.94115,0.563590E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.133444E-01,1.01067,-7.22865,1.02087,-0.738154,1.06605,1.13978,1.06605,-0.166574E-01,1.06605,-9999,-9999,800000009,800000019,800000009,800000009,800000109,800000109,899999999,899999999,89999,89999,89,89,14,0,1,6,5,67,0,0,0,0,0,0,24634,0,0,0,0,1200,0,0,35724,0,30,35724,35724,35724,0,63,0.141501,0.104999,0.145653E-01,0.250424E-01,0.279992E-02,30.3667,-9999,-0.591128E-02,0.113978E-02,-0.166574E-01,-9999,101743.,56.2500,2.36337,16.2894,9.19719
2024_07_25_1230.ecf32,2024-07-25,13:00,207.5415,1,36000,36000,-0.215394E-01,0,-9.91542,0,4.51955,0,1.06074,0,0.101970,0,-9999,-9999,-0.441199,-1.01058,0.288064,-0.228007E-01,-9999,0.496921E-10,0.205312E-11,-9999,17.3501,416.462,423.753,0.500000E-01,0,716.854,17.2069,17.5082,0.500000E-01,0,-9999,-9999,-9999,-9999,0,291.831,290.245,101081.,1.20547,1014.89,0.240034E-01,0.660767E-02,0.129177E-01,1730.25,1942.43,0.107159E-01,89.0768,212.176,288.388,0.158890,-1.69773,0.867918E-01,1.70735,-0.103315E-12,0.286407E-14,1.70735,3.15440,117.642,275.347,2.91383,-9999,0.133671,0.128792,21.2011,0.146809,-2.19389,0.606311E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.213436E-01,1.00917,-9.48518,1.01790,5.01092,1.06356,1.41315,1.06356,0.113056,1.06356,-9999,-9999,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,10,0,1,5,12,37,0,0,0,0,0,0,6418,0,0,0,0,1200,0,0,35816,0,30,35816,35816,35816,0,63,0.136752,0.975798E-01,0.232533E-01,0.273950E-01,0.475883E-02,133.521,-9999,-0.775298E-02,0.141315E-02,0.113056,-9999,101726.,56.2500,2.48261,16.2219,14.8452
2024_07_25_1300.ecf32,2024-07-25,13:30,207.5624,1,36000,36000,-0.136135E-01,0,-5.82765,0,6.64580,0,0.519045E-02,2,0.149986,0,0.422990E-01,1,0.663060,0.728883,-0.130920,0.164498E-01,-9999,-0.386145E-10,-0.162228E-11,-0.233250E-12,17.2548,414.735,422.089,0.500000E-01,0,724.910,17.4239,17.7329,0.100000,0,0.104227,2.50212,2.54649,0.00000,0,292.151,290.543,101055.,1.20382,1015.02,0.240360E-01,0.971906E-02,0.130629E-01,1751.49,1979.34,0.108512E-01,88.4886,227.850,288.578,-0.298467,-1.41087,0.785032E-01,1.44423,0.395264E-13,-0.223790E-14,1.44423,2.57228,134.764,258.055,3.11593,-9999,0.106342,0.108028,18.1597,0.171396,-0.876892,0.448490E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.134844E-01,1.00957,-5.34212,1.01838,6.66490,1.05896,0.213945,1.05896,0.150417,1.05896,0.402296E-01,1.09396,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,14,4,1,5,3,36,0,0,0,0,0,0,2,0,0,0,0,1200,0,0,35811,0,40,35811,35811,35811,0,63,0.109028,0.899151E-01,0.171122E-01,0.184652E-01,0.826809E-02,30.2981,0.976817E-05,-0.437196E-02,0.213945E-03,0.150417,0.402296E-04,101699.,56.2500,2.46388,16.6762,16.6794
2024_07_25_1330.ecf32,2024-07-25,14:00,207.5832,1,36000,36000,-0.140482E-01,1,-3.92821,1,3.53711,1,-0.151280,2,0.798465E-01,1,-0.948649E-03,2,0.560526,1.89854,-0.182112E-01,0.428576E-01,0.163666E-01,0.423869E-10,0.183969E-11,0.278271E-12,17.2208,414.494,422.088,0.00000,1,747.422,17.9900,18.3196,0.150000,0,0.113055,2.71828,2.76808,0.00000,1,292.457,290.795,101020.,1.20211,1015.34,0.240694E-01,0.517406E-02,0.134686E-01,1807.45,2011.00,0.112041E-01,89.8777,203.559,289.069,0.923666,-0.794267,0.561767E-01,1.21950,0.156149E-12,0.246138E-14,1.21950,2.25955,73.7642,319.308,2.64029,-9999,0.108103,0.189539,28.2976,0.109992,-1.11057,0.297714E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.139247E-01,1.00887,-3.66130,1.01595,3.67093,1.04613,0.611664E-02,1.04613,0.828674E-01,1.04613,0.321770E-03,1.07797,800000009,800000009,800000009,800000009,800000009,800001009,899999999,899999999,89999,89999,89,89,9,2,1,11,0,17,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35911,0,30,35911,35911,35911,0,63,0.717320E-01,0.291686,0.156597E-01,0.177249E-01,0.316059E-02,76.8402,0.652447E-04,-0.299970E-02,0.611664E-05,0.828674E-01,0.321770E-06,101662.,56.2500,2.66462,17.0077,16.1335
2024_07_25_1400.ecf32,2024-07-25,14:30,207.6040,1,36000,36000,-0.169983E-01,1,0.424277,2,11.9078,1,-0.515017,1,0.268914,1,0.236459E-01,2,0.931162,0.856874,0.263627E-01,0.193509E-01,-0.165623E-02,-0.235616E-09,-0.103631E-10,-0.153253E-11,17.2059,414.843,422.553,0.150000,0,756.767,18.2460,18.5851,0.100000,0,0.111913,2.69637,2.74648,0.500000E-01,0,292.902,291.214,101001.,1.20004,1015.50,0.241105E-01,0.174256E-01,0.136369E-01,1832.68,2064.77,0.113637E-01,88.7596,232.088,289.286,0.401490,-1.10931,0.605900E-01,1.18129,-0.189575E-12,-0.136939E-13,1.18129,2.41726,101.296,289.897,2.94007,-9999,0.119016,0.209450,-349.592,-0.890324E-02,0.356303E-01,-0.292530E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.167976E-01,1.01195,1.12174,1.01398,11.2877,1.03224,-0.626325,1.03224,0.254912,1.03224,0.213292E-01,1.05273,800000009,800000009,800000009,800000009,800001009,800001009,899999999,899999999,89999,89999,89,89,6,0,1,13,5,27,0,0,0,0,0,0,681,0,0,0,0,1194,300,0,35903,0,30,35903,35903,35903,0,63,0.151068,0.250307,0.175253E-01,0.966711E-01,0.918788E-03,53.0599,0.598094E-04,0.920487E-03,-0.626325E-03,0.254912,0.213292E-04,101642.,56.2500,2.63184,17.4373,15.8748
2024_07_25_1430.ecf32,2024-07-25,15:00,207.6249,1,36000,36000,-0.400147E-01,1,2.77131,1,13.6525,1,-1.97675,1,0.308510,1,0.642581E-01,1,1.44606,2.51716,-0.197474,0.568810E-01,-0.112440E-01,-0.461346E-10,-0.212648E-11,-0.285028E-12,17.0531,412.224,420.208,0.100000,0,786.027,19.0006,19.3686,0.100000,0,0.105357,2.54723,2.59656,0.500000E-01,0,293.629,291.867,100990.,1.19689,1015.93,0.241729E-01,0.199914E-01,0.141642E-01,1907.80,2150.89,0.118342E-01,88.6980,243.093,289.917,0.122340,-1.75994,0.965790E-01,1.76683,-0.355806E-13,-0.270535E-14,1.76683,3.09892,118.441,273.976,3.13349,-9999,0.182845,0.214192,-194.084,-0.160369E-01,0.202989,-0.124648E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.396432E-01,1.00937,3.53977,1.01282,12.6257,1.03939,-2.15159,1.03939,0.285307,1.03939,0.586248E-01,1.05869,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,10,1,0,3,2,28,0,0,0,0,0,0,528,0,0,0,0,1200,0,0,35840,0,30,35840,35840,35840,0,63,0.160346,0.228653,0.393852E-01,0.636980E-01,0.818496E-02,209.526,0.125975E-04,0.291109E-02,-0.215159E-02,0.285307,0.586248E-04,101626.,56.2500,2.50945,18.2793,18.8184
2024_07_25_1500.ecf32,2024-07-25,15:30,207.6457,1,36000,36000,-0.195836E-01,0,-0.651961,2,10.5134,0,-1.37754,0,0.237655,0,0.447573E-01,1,0.773897,0.583029E-01,-0.390926,0.131793E-02,-0.238691E-02,0.114238E-09,0.533765E-11,0.705627E-12,16.8183,407.032,414.923,0.100000,0,785.816,19.0181,19.3868,0.500000E-01,0,0.103883,2.51553,2.56430,0.00000,0,293.982,292.217,100991.,1.19547,1015.95,0.242017E-01,0.154000E-01,0.141604E-01,1909.57,2198.38,0.118451E-01,86.8627,288.808,289.932,-0.114000,-1.40113,0.686954E-01,1.40744,0.369843E-13,0.679249E-14,1.40744,3.48042,124.985,265.348,2.79765,-9999,0.127990,0.204059,282.974,0.109992E-01,-0.620124E-01,0.419406E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.194432E-01,1.00722,-0.226909E-01,1.01138,10.0258,1.03518,-1.39378,1.03518,0.226632,1.03518,0.416952E-01,1.05831,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,11,3,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,35792,0,30,35792,35792,35792,0,63,0.254678,0.129446,0.239939E-01,0.187457E-01,0.637977E-02,62.9989,0.235363E-04,-0.186828E-04,-0.139378E-02,0.226632,0.416952E-04,101625.,56.2500,2.46921,18.4695,21.8951
2024_07_25_1530.ecf32,2024-07-25,16:00,207.6665,1,36000,36000,-0.188027E-01,1,0.609983E-01,1,20.0007,1,-2.53823,1,0.452207,1,0.122902,1,0.466089,-0.626178,-0.420014E-01,-0.141576E-01,-0.178660E-02,-0.154227E-10,-0.714457E-12,-0.944759E-13,16.7850,406.473,414.274,0.200000,0,777.570,18.8300,19.1913,0.200000,0,0.102822,2.49179,2.53961,0.200000,0,294.176,292.427,100997.,1.19475,1015.85,0.242164E-01,0.293030E-01,0.140118E-01,1890.90,2227.47,0.117278E-01,84.8898,336.576,289.777,0.781523,-0.350827,0.332856E-01,0.857302,0.445087E-13,-0.918834E-15,0.857302,2.17719,62.6299,335.825,2.22512,-9999,0.125450,0.186167,-2847.96,-0.109289E-02,0.304981E-02,-0.400627E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.185249E-01,1.01500,1.25079,1.01577,19.0558,1.02963,-2.64548,1.02963,0.430842,1.02963,0.115309,1.05094,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,5,1,7,7,5,0,0,0,0,0,0,5,0,0,0,0,1200,0,0,35769,0,40,35769,35769,35769,0,63,0.215854,0.141700,0.147800E-01,0.102016E-01,0.548708E-02,494.806,0.258453E-04,0.103057E-02,-0.264548E-02,0.430842,0.115309E-03,101632.,56.2500,2.45234,18.7106,26.4536
2024_07_25_1600.ecf32,2024-07-25,16:30,207.6873,1,36000,36000,-0.298441E-01,0,23.8422,0,40.8229,0,-5.80307,0,0.923404,0,0.111803,0,1.03455,-1.30365,-0.191335,-0.294882E-01,-0.795619E-02,-0.449399E-09,-0.205131E-10,-0.265192E-11,16.6541,403.927,411.514,0.200000,0,760.185,18.4375,18.7838,0.150000,0,0.982766E-01,2.38590,2.43072,0.200000,0,294.611,292.896,100990.,1.19293,1015.64,0.242539E-01,0.598366E-01,0.136985E-01,1851.59,2293.37,0.114831E-01,80.7367,441.778,289.447,0.951607,-0.670275,0.630148E-01,1.16567,0.123210E-12,-0.269843E-13,1.16567,2.67900,65.7739,324.841,3.09884,-9999,0.158169,0.172971,-14.6019,-0.213158,0.584039,-0.124414,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.294886E-01,1.01206,25.9431,1.01404,36.6410,1.03208,-7.06616,1.03208,0.828811,1.03208,0.950160E-01,1.05261,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,0,1,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1200,0,0,35821,0,30,35821,35821,35821,0,63,0.182420,0.130544,0.329779E-01,0.105189,0.604793E-02,270.165,0.183258E-04,0.214125E-01,-0.706616E-02,0.828811,0.950160E-04,101623.,56.2500,2.35067,19.3797,31.2603
2024_07_25_1630.ecf32,2024-07-25,17:00,207.7082,1,36000,36000,-0.604057E-01,1,22.2484,1,79.1961,1,-5.32710,1,1.79281,1,0.113624,1,1.79535,-2.98134,-0.655936E-01,-0.674904E-01,-0.153039E-01,0.876229E-10,0.381250E-11,0.473655E-12,16.5757,403.051,410.246,0.150000,0,721.213,17.5369,17.8499,0.100000,0,0.896017E-01,2.18171,2.22066,0.100000,0,295.348,293.712,100985.,1.18996,1015.15,0.243158E-01,0.116174,0.129963E-01,1761.56,2412.16,0.109216E-01,73.0282,650.604,288.667,1.45780,-1.29670,0.103340,1.95379,-0.400782E-13,0.528623E-14,1.95379,3.58481,74.8357,318.347,3.03191,-9999,0.225306,0.224700,-45.2201,-0.688300E-01,0.280929,-0.817458E-01,0,51.8009,-7.86099,17.7816,44.2786,67.5277,94.7086,141.891,-0.598717E-01,1.00892,26.6561,1.01272,72.7627,1.04197,-6.79981,1.04197,1.64717,1.04197,0.948245E-01,1.06095,800000009,800000009,800000009,800000009,800000009,800010009,899999999,899999999,89999,89999,89,89,10,5,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,1200,0,0,6343,0,30,35801,35801,35801,0,63,0.220768,0.172140,0.564911E-01,0.960323E-01,0.797415E-02,372.455,0.230474E-05,0.220666E-01,-0.679981E-02,1.64717,0.948245E-04,101613.,56.2500,2.15497,20.2956,36.6973
2024_07_25_1700.ecf32,2024-07-25,17:30,207.7290,1,36000,36000,-0.653933E-02,1,-2.10863,2,2.95729,2,-0.645153,1,0.669551E-01,2,-9999,-9999,0.285255,7.04302,2.50522,0.159459,-9999,0.109679E-09,0.495639E-11,-9999,16.4866,439.720,448.634,0.200000,0,745.024,19.8708,20.2737,-0.150000,0,-9999,-9999,-9999,-9999,0,295.708,293.854,92178.2,1.08472,1016.44,0.266714E-01,0.433869E-02,0.134253E-01,1820.58,2432.97,0.123768E-01,74.8298,612.384,289.182,1.46259,-1.24681,0.114172,1.95522,-0.177466E-12,0.665265E-14,1.95522,3.47180,73.5253,319.629,3.34723,-9999,0.776440E-01,0.276944,18.3027,0.170057,-0.713028,0.246317E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.647810E-02,1.00945,-1.90010,1.01884,2.90271,1.07246,-0.528794,1.07246,0.657194E-01,1.07246,-9999,-9999,800000009,800000009,800000009,811101119,810010109,810010109,899999999,899999999,89999,89999,89,89,59,3,0,7,6,3,0,2311,2311,1,1,0,2825,0,0,0,0,0,0,0,9749,0,0,29695,29695,29695,0,62,0.196671,0.294505,0.627119E-01,1.31588,0.517869E-02,412.790,-9999,-0.172337E-02,-0.528794E-03,0.657194E-01,-9999,109838.,74.2812,3.52035,30.0860,0.269529E+26
not_enough_data,2024-07-25,18:00,207.749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
not_enough_data,2024-07-25,18:30,207.770,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2024_07_25_1809.ecf32,2024-07-25,19:00,207.7915,1,36000,36000,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,0,-9999,-9999,101300.,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.23428,-0.987106,-0.170060,1.60387,-0.167785E-12,0.105789E-12,1.60387,4.66883,64.5305,320.802,-6.37463,-9999,0.900060,1.77182,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00988,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,800000009,800010009,800000009,800111019,800010009,800010119,899999999,899999999,89999,89999,89,89,15,6,0,0,2,2,0,10800,10800,10800,0,2,2,2,2,2,2,4,3,2,1,3,10795,25183,25183,25187,1526,60,1.17041,1.51766,0.855573,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73507.3,-0.573169E+32,-0.588095E+32,254.763,67.5793
2024_07_25_1900.ecf32,2024-07-25,19:30,207.8123,1,36000,36000,-0.122322,1,59.7583,0,120.528,0,-7.96720,0,2.73399,0,0.152351,0,-9999,-9999,-9999,-9999,-9999,0.451659E-10,0.207257E-11,0.242047E-12,16.3096,399.797,407.268,0.100000,0,748.412,18.3458,18.6887,0.100000,0,0.874041E-01,2.14940,2.18957,0.100000,0,297.526,295.802,100911.,1.18033,1015.65,0.245130E-01,0.177162,0.134864E-01,1841.00,2740.94,0.114259E-01,67.1666,899.946,289.357,1.49456,-1.83388,0.146384,2.37029,-0.153772E-13,0.276928E-14,2.37029,4.63206,83.9088,309.179,3.54071,-9999,0.321922,0.402176,-49.0933,-0.633997E-01,0.495805,-0.154846,0,51.9735,-7.88718,17.8408,44.4262,67.7527,95.0241,142.363,-0.121322,1.00825,66.1684,1.01278,107.605,1.04799,-11.2621,1.04799,2.44086,1.04799,0.116554,1.06632,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35923,35923,35923,0,63,0.408494,0.281485,0.114373,0.131001,0.500706E-02,329.611,0.128555E-05,0.551956E-01,-0.112621E-01,2.44086,0.116554E-03,101525.,56.2500,2.11969,22.6163,62.7624
2024_07_25_1930.ecf32,2024-07-25,20:00,207.8332,1,36000,36000,-0.131285,0,78.8091,0,158.133,0,-7.84796,0,3.58901,0,0.160271,0,1.26441,-1.52683,-0.628700E-01,-0.346532E-01,-0.151500E-02,0.381038E-10,0.170761E-11,0.202627E-12,16.2439,398.949,406.212,0.100000,0,727.964,17.8787,18.2042,0.100000,0,0.863812E-01,2.12898,2.16774,0.100000,0,298.065,296.382,100901.,1.17811,1015.40,0.245599E-01,0.232568,0.131179E-01,1794.21,2838.98,0.111347E-01,63.1991,1044.77,288.954,2.02746,-1.60640,0.124696,2.58972,-0.166388E-12,0.234573E-14,2.58972,5.73241,71.9229,321.609,2.75989,-9999,0.333823,0.665563,-41.5028,-0.749949E-01,0.498373,-0.197351,0,50.5887,-7.67703,17.3655,43.2424,65.9475,92.4922,138.570,-0.130240,1.00803,87.1985,1.01291,140.968,1.05124,-12.2547,1.05124,3.19944,1.05124,0.115717,1.06926,800000009,800000009,800000009,800000009,800000009,800000009,899999999,899999999,89999,89999,89,89,9,12,2,10,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35903,35903,35903,0,63,0.519780,0.679770,0.131576,0.191916,0.787585E-02,518.130,0.147994E-05,0.728934E-01,-0.122547E-01,3.19944,0.115717E-03,101518.,56.2500,2.10080,23.2527,63.8379
